campaign    region  slot_type   slot_template
wh3_main_chaos  wh3_main_chaos_region_krudenwald	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_aquitaine	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_yetchitch	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_varg_camp	port	wh_main_port
wh3_main_combi	wh3_main_combi_region_turtle_gate	primary	wh3_main_cth_bastion_primary
wh3_main_chaos	wh3_main_chaos_region_the_vale_of_nightmares	secondary	wh_main_human_minor_secondary_furs
wh3_main_combi	wh3_main_combi_region_the_lost_palace	secondary	wh3_dlc27_special_secondary_the_lost_palace
wh3_main_combi	wh3_main_combi_region_castle_alexandronov	port	wh_main_port
wh3_main_combi	wh3_main_combi_region_altar_of_the_horned_rat	secondary	wh_main_human_major_secondary
wh3_main_chaos	wh3_main_chaos_region_amblepeak	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_uzkulak	primary	wh3_dlc23_special_uzkulak_primary
wh3_main_combi	wh3_main_combi_region_the_sentinels	secondary	wh3_dlc23_special_the_sentinels_secondary
wh3_main_chaos	wh3_main_chaos_region_hissing_pits	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_lashiek	secondary	wh_main_human_minor_secondary_pottery
wh3_main_chaos	wh3_main_chaos_region_the_brass_glacier	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_konquata	secondary	wh_main_special_konquata_secondary
wh3_main_combi	wh3_main_combi_region_jungles_of_chian	secondary	wh3_main_combi_jungles_of_chian_secondary
wh3_main_combi	wh3_main_combi_region_flensburg	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_swartzhafen	secondary	wh_main_human_minor_secondary_pastures
wh3_main_chaos	wh3_main_chaos_region_zharr_naggrund	primary	wh3_dlc20_special_zharr_naggrund_major_primary
wh3_main_combi	wh3_main_combi_region_kradtommen	secondary	wh_main_human_minor_secondary
wh3_main_chaos	wh3_main_chaos_region_igerov	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_matorca	primary	wh3_dlc27_human_minor_primary_port
wh3_main_combi	wh3_main_combi_region_ancient_city_of_quintex	primary	wh2_main_special_quintex_primary
wh3_main_chaos	wh3_main_chaos_region_bloodwind_keep	primary	wh3_main_special_bloodwind_keep_minor_primary
wh3_main_chaos	wh3_main_chaos_region_zamoski	secondary	wh_main_human_minor_secondary
wh3_main_prologue	wh3_prologue_region_broken_lands_tong_hall	primary	wh_main_human_major_primary
wh3_main_prologue	wh3_prologue_region_broken_lands_tong_hall	secondary	wh_main_norsca_major_secondary
wh3_main_combi	wh3_main_combi_region_castle_bastonne	primary	wh_main_human_major_primary
wh3_main_combi	wh3_main_combi_region_bamboo_crossing	port	wh_main_port
wh3_main_combi	wh3_main_combi_region_dread_rock	secondary	wh_main_human_major_secondary
wh3_main_combi	wh3_main_combi_region_lybaras	port	wh_main_port
wh3_main_combi	wh3_main_combi_region_zanbaijin	secondary	wh3_dlc20_special_plains_of_zanbaijin_secondary
wh3_main_chaos	wh3_main_chaos_region_the_tower_of_flies	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_ashrak	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_yhetee_peak	primary	wh_main_human_major_primary
wh3_main_chaos	wh3_main_chaos_region_blackstone_tower	secondary	wh_main_human_minor_secondary
wh3_main_chaos	wh3_main_chaos_region_khazid_irkulaz	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_the_blood_hall	primary	wh3_dlc27_human_major_primary_port
wh3_main_chaos	wh3_main_chaos_region_darkhold	secondary	wh_dlc15_special_plain_of_bones_darkhold_secondary
wh3_main_combi	wh3_main_combi_region_volulltrax	port	wh_main_port
wh3_main_chaos	wh3_main_chaos_region_the_tower_of_torment	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_chimai	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_the_forbidden_citadel	primary	wh3_dlc20_special_the_forbidden_citadel_major_primary
wh3_main_combi	wh3_main_combi_region_xing_po	primary	wh3_main_special_xing_po_minor_primary
wh3_main_chaos	wh3_main_chaos_region_altar_of_spawns	port	wh_main_port
wh3_main_combi	wh3_main_combi_region_laurelorn_forest	secondary	wh2_main_special_laurelorn_forest_secondary
wh3_main_combi	wh3_main_combi_region_beichai	primary	wh3_dlc27_human_minor_primary_port
wh3_main_chaos	wh3_main_chaos_region_wurzen	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_hergig	secondary	wh_main_human_major_secondary_timber
wh3_main_combi	wh3_main_combi_region_pillars_of_unseen_constellations	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_hidden_landing	port	wh_main_port
wh3_main_combi	wh3_main_combi_region_mountain_pass	primary	wh3_main_special_mountain_pass_primary
wh3_main_prologue	wh3_prologue_region_fleshlands_blood_haven	primary	wh3_main_prologue_dervingard_primary
wh3_main_chaos	wh3_main_chaos_region_fort_dolganyeir	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_grom_peak	primary	wh3_main_special_grom_peak_primary
wh3_main_combi	wh3_main_combi_region_pox_marsh	port	wh_main_port
wh3_main_combi	wh3_main_combi_region_nonchang	secondary	wh_main_human_major_secondary_pastures
wh3_main_chaos	wh3_main_chaos_region_jade_wind_mountain	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_nonchang	primary	wh_main_human_major_primary
wh3_main_combi	wh3_main_combi_region_novchozy	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_argalis	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_whitefire_tor	secondary	wh2_main_human_minor_secondary_gems
wh3_main_chaos	wh3_main_chaos_region_karak_ungor	primary	wh_main_human_minor_primary
wh3_main_chaos	wh3_main_chaos_region_yhetee_peak	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_matorca	port	wh_main_port
wh3_main_combi	wh3_main_combi_region_vitevo	primary	wh_main_human_minor_primary
wh3_main_chaos	wh3_dlc23_chaos_region_deadrock_gap	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_black_creek_spire	primary	wh_main_human_minor_primary
wh3_main_chaos	wh3_dlc20_chaos_region_wreckers_point	secondary	wh_main_human_minor_secondary
wh3_main_chaos	wh3_main_chaos_region_the_sky_monolith	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_hag_graef	secondary	wh2_main_special_hag_graef_secondary
wh3_main_chaos	wh3_main_chaos_region_city_of_monkeys	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_elessaeli	primary	wh3_dlc27_human_major_primary_port
wh3_main_chaos	wh3_main_chaos_region_longship_graveyard	port	wh_main_port
wh3_main_prologue	wh3_prologue_region_canyons_of_gore_gore_town	secondary	wh_main_norsca_major_secondary
wh3_main_combi	wh3_main_combi_region_middenheim	secondary	wh_main_special_middenheim_secondary
wh3_main_chaos	wh3_main_chaos_region_gerslev	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_drackla_spire	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_castle_carcassonne	primary	wh_main_special_carcassonne_primary
wh3_main_combi	wh3_main_combi_region_barak_varr	primary	wh3_dlc27_human_major_primary_port
wh3_main_combi	wh3_main_combi_region_dawns_light	port	wh_main_port
wh3_main_combi	wh3_main_combi_region_sentinels_of_xeti	primary	wh_main_human_minor_primary
wh3_main_chaos	wh3_main_chaos_region_infernius	secondary	wh3_main_special_infernius_major_secondary
wh3_main_combi	wh3_dlc20_combi_region_krudenwald	primary	wh_main_human_minor_primary
wh3_main_chaos	wh3_main_chaos_region_volksgrad	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_naggarond	primary	wh2_main_special_naggarond_primary
wh3_main_chaos	wh3_main_chaos_region_dietershafen	port	wh_main_port
wh3_main_combi	wh3_main_combi_region_al_haikk	primary	wh3_dlc27_human_major_primary_port
wh3_main_combi	wh3_main_combi_region_dargoth	primary	wh_main_human_minor_primary
wh3_main_chaos	wh3_dlc20_chaos_region_tancred_castle	secondary	wh_main_human_major_secondary
wh3_main_combi	wh3_dlc23_combi_region_uzkulak_port	primary	wh_main_human_minor_primary
wh3_main_chaos	wh3_dlc20_chaos_region_neuland	secondary	wh_main_human_minor_secondary
wh3_main_chaos	wh3_main_chaos_region_volcanos_heart	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_dark_tower	primary	wh3_dlc27_dark_tower_primary
wh3_main_combi	wh3_main_combi_region_hergig	primary	wh_main_human_major_primary
wh3_main_combi	wh3_main_combi_region_castle_of_splendour	secondary	wh3_dlc24_special_castle_of_splendour_secondary
wh3_main_chaos	wh3_main_chaos_region_yetchitch	primary	wh_main_human_minor_primary
wh3_main_chaos	wh3_main_chaos_region_black_gulch	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_haichai	secondary	wh3_dlc24_special_haichai_secondary
wh3_main_combi	wh3_main_combi_region_fallen_king_mountain	secondary	wh_main_human_minor_secondary
wh3_main_chaos	wh3_main_chaos_region_po_mei	secondary	wh_main_human_major_secondary_marble
wh3_main_combi	wh3_main_combi_region_the_twisted_glade	secondary	wh_main_human_major_secondary
wh3_main_combi	wh3_main_combi_region_tor_anroc	port	wh_main_port
wh3_main_combi	wh3_main_combi_region_the_tower_of_torment	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_teotiqua	secondary	wh_main_human_major_secondary
wh3_main_chaos	wh3_main_chaos_region_the_crystal_spires	secondary	wh3_main_special_the_crystal_spires_secondary
wh3_main_combi	wh3_main_combi_region_isle_of_wights	port	wh2_main_special_isle_of_wights_port
wh3_main_combi	wh3_main_combi_region_vauls_anvil_naggaroth	secondary	wh2_main_special_def_vauls_anvil_secondary
wh3_main_combi	wh3_main_combi_region_xahutec	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_the_blood_swamps	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_port_elistor	port	wh_main_port
wh3_main_chaos	wh3_main_chaos_region_dragons_death	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_the_moot	secondary	wh_main_special_moot_secondary
wh3_main_combi	wh3_main_combi_region_vauls_anvil_ulthuan	secondary	wh2_main_special_hef_vauls_anvil_secondary
wh3_main_chaos	wh3_main_chaos_region_khazid_irkulaz	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_fort_soll	secondary	wh3_dlc20_special_empire_fort_secondary
wh3_main_chaos	wh3_main_chaos_region_broekwater	primary	wh_main_human_minor_primary
wh3_main_chaos	wh3_main_chaos_region_karak_kadrin	primary	wh_main_special_karak_kadrin_primary
wh3_main_combi	wh3_main_combi_region_xhotl	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_zoishenk	secondary	wh2_main_special_zoishenk_secondary
wh3_main_combi	wh3_main_combi_region_great_turtle_isle	secondary	wh_dlc24_special_the_turtle_isle_secondary
wh3_main_combi	wh3_main_combi_region_lothern	primary	wh2_main_special_lothern_primary
wh3_main_combi	wh3_main_combi_region_gateway_to_khuresh	primary	wh_main_human_major_primary
wh3_main_chaos	wh3_main_chaos_region_iron_storm	primary	wh3_dlc23_special_iron_storm_primary
wh3_main_combi	wh3_main_combi_region_sjoktraken	port	wh_main_port
wh3_main_chaos	wh3_main_chaos_region_bloodpeak	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_amblepeak	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_praag	primary	wh3_main_praag_city_primary
wh3_main_combi	wh3_main_combi_region_shang_yang	primary	wh3_main_special_shang_yang_major_primary
wh3_main_chaos	wh3_main_chaos_region_altar_of_spawns	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_desolation_of_nagash	secondary	wh_main_human_minor_secondary
wh3_main_chaos	wh3_main_chaos_region_fortenhof	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_the_daemons_stump	secondary	wh3_dlc23_special_daemons_stump_secondary
wh3_main_chaos	wh3_main_chaos_region_the_volary	primary	wh3_dlc20_special_the_volary_major_primary
wh3_main_combi	wh3_main_combi_region_dragons_crossroad	secondary	wh_main_human_minor_secondary
wh3_main_chaos	wh3_main_chaos_region_gnashraks_lair	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_magritta	secondary	wh_main_special_magritta_secondary
wh3_main_combi	wh3_main_combi_region_isle_of_the_crimson_skull	secondary	wh_main_human_major_secondary
wh3_main_chaos	wh3_main_chaos_region_pillar_of_skulls	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_the_sentinel_of_time	primary	wh_main_human_minor_primary
wh3_main_chaos	wh3_main_chaos_region_karak_ungor	secondary	wh_main_human_minor_secondary
wh3_main_chaos	wh3_main_chaos_region_the_fortress_of_vorag	primary	wh_main_human_major_primary
wh3_main_combi	wh3_main_combi_region_nagashizzar	primary	wh_main_human_major_primary
wh3_main_combi	wh3_main_combi_region_the_golden_tower	primary	wh2_main_special_golden_tower_of_the_gods_primary
wh3_main_combi	wh3_main_combi_region_morgheim	secondary	wh2_dlc15_special_morgheim_secondary
wh3_main_combi	wh3_main_combi_region_fortress_of_dawn	port	wh3_dlc23_special_fortress_of_dawn_port
wh3_main_combi	wh3_main_combi_region_petrified_forest	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_monolith_of_bubonicus	primary	wh3_main_special_monolith_of_bubonicus_primary
wh3_main_combi	wh3_main_combi_region_xhotl	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_shang_wu	secondary	wh3_dlc24_special_shang_wu_major_secondary_animals
wh3_main_combi	wh3_main_combi_region_the_great_arena	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_yuatek	secondary	wh2_main_human_minor_secondary_medicine
wh3_main_combi	wh3_main_combi_region_the_cursed_jungle	secondary	wh2_main_human_minor_secondary_medicine
wh3_main_combi	wh3_main_combi_region_zavastra	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_fortress_of_dawn	secondary	wh3_dlc23_special_fortress_of_dawn_secondary
wh3_main_combi	wh3_main_combi_region_the_blood_swamps	port	wh_main_port
wh3_main_combi	wh3_main_combi_region_doomkeep	secondary	wh_main_special_doomkeep_secondary
wh3_main_chaos	wh3_main_chaos_region_sjoktraken	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_snake_gate	primary	wh3_main_cth_bastion_primary
wh3_main_combi	wh3_main_combi_region_pigbarter	secondary	wh2_dlc14_special_gnoblar_country_pigbarter_secondary
wh3_main_combi	wh3_main_combi_region_temple_of_skulls	secondary	wh_main_human_major_secondary_pastures
wh3_main_combi	wh3_main_combi_region_zarakzil	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_temple_of_elemental_winds	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_the_tower_of_flies	primary	wh3_main_special_the_tower_of_flies_primary
wh3_main_combi	wh3_main_combi_region_brass_keep	primary	wh3_main_special_brass_keep_primary
wh3_main_combi	wh3_main_combi_region_pillars_of_unseen_constellations	primary	wh_main_human_minor_primary
wh3_main_chaos	wh3_main_chaos_region_karak_raziak	primary	wh_main_human_minor_primary
wh3_main_chaos	wh3_main_chaos_region_grim_duraz	secondary	wh_main_human_major_secondary
wh3_main_chaos	wh3_main_chaos_region_kunlan	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_angerrial	port	wh_main_port
wh3_main_combi	wh3_main_combi_region_terracotta_graveyard	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_mangrove_coast	secondary	wh2_main_human_minor_secondary_medicine
wh3_main_combi	wh3_main_combi_region_dusk_peaks	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_the_haunted_forest	primary	wh_main_special_waterfall_palace_primary
wh3_main_combi	wh3_main_combi_region_karak_zorn	secondary	wh2_main_special_karak_zorn_secondary
wh3_main_combi	wh3_main_combi_region_castle_artois	secondary	wh_main_human_major_secondary_timber
wh3_main_combi	wh3_main_combi_region_grung_zint	secondary	wh_main_human_minor_secondary_marble
wh3_main_combi	wh3_main_combi_region_the_maw_gate	secondary	wh3_dlc24_special_maw_gate_secondary
wh3_main_combi	wh3_main_combi_region_black_fortress	secondary	wh3_dlc23_special_black_fortress_secondary
wh3_main_chaos	wh3_main_chaos_region_mount_grey_hag	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_shrine_of_khaine	secondary	wh2_main_special_shrine_of_khaine_secondary
wh3_main_chaos	wh3_main_chaos_region_village_of_the_moon	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_sabre_mountain	primary	wh_main_human_major_primary
wh3_main_combi	wh3_main_combi_region_celestial_monastery	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_monument_of_izzatal	secondary	wh_main_human_minor_secondary
wh3_main_chaos	wh3_main_chaos_region_shang_yang	secondary	wh3_main_special_shang_yang_secondary_spices
wh3_main_chaos	wh3_main_chaos_region_frozen_landing	secondary	wh3_dlc20_special_frozen_landing_secondary
wh3_main_combi	wh3_main_combi_region_verdanos	secondary	wh2_main_human_minor_secondary_animals
wh3_main_combi	wh3_main_combi_region_bilious_cliffs	secondary	wh_main_human_minor_secondary
wh3_main_chaos	wh3_main_chaos_region_troll_fjord	secondary	wh3_dlc20_special_troll_fjord_secondary_salt
wh3_main_combi	wh3_main_combi_region_the_writhing_fortress	primary	wh3_dlc20_special_the_writhing_fortress_major_primary
wh3_main_combi	wh3_main_combi_region_hexoatl	secondary	wh2_main_special_hexoatl_secondary
wh3_main_combi	wh3_main_combi_region_grenzstadt	secondary	wh_main_human_minor_secondary_pottery
wh3_main_combi	wh3_main_combi_region_shrine_of_sotek	primary	wh3_dlc27_human_minor_primary_port
wh3_main_chaos	wh3_main_chaos_region_the_blighted_grove	primary	wh_main_human_minor_primary
wh3_main_chaos	wh3_main_chaos_region_the_writhing_fortress	secondary	wh3_main_special_the_writhing_fortress_secondary
wh3_main_combi	wh3_main_combi_region_red_fortress	primary	wh3_main_special_red_fortress_major_primary
wh3_main_combi	wh3_main_combi_region_khazid_irkulaz	primary	wh3_main_special_khazid_irkulaz_primary
wh3_main_chaos	wh3_main_chaos_region_tree_of_damned_shades	secondary	wh_main_human_minor_secondary
wh3_main_chaos	wh3_main_chaos_region_bloodpeak	primary	wh_main_human_minor_primary
wh3_main_prologue	wh3_prologue_region_icecaid_pass_claw_reach	primary	wh3_main_prologue_minor_primary
wh3_main_combi	wh3_main_combi_region_li_zhu	port	wh_main_port
wh3_main_combi	wh3_main_combi_region_doom_glade	primary	wh_main_human_minor_primary
wh3_main_chaos	wh3_main_chaos_region_vale_of_titans	primary	wh_main_human_minor_primary
wh3_main_chaos	wh3_main_chaos_region_grimtop	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_pox_marsh	secondary	wh_main_human_minor_secondary_pottery
wh3_main_combi	wh3_main_combi_region_monument_of_the_moon	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_the_monoliths	secondary	wh_main_human_minor_secondary_marble
wh3_main_chaos	wh3_main_chaos_region_erengrad	secondary	wh3_main_erengrad_city_secondary
wh3_main_combi	wh3_main_combi_region_volulltrax	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_crag_halls_of_findol	secondary	wh_main_special_crag_halls_secondary
wh3_main_combi	wh3_main_combi_region_dragon_fang_mount	port	wh2_dlc14_special_dragon_isle_port
wh3_main_combi	wh3_main_combi_region_beichai	port	wh_main_port
wh3_main_combi	wh3_main_combi_region_the_galleons_graveyard	secondary	wh2_main_special_galleons_graveyard_secondary
wh3_main_chaos	wh3_main_chaos_region_hergig	secondary	wh_main_human_major_secondary_timber
wh3_main_combi	wh3_main_combi_region_zlatlan	port	wh_main_port
wh3_main_combi	wh3_main_combi_region_the_moot	primary	wh3_main_special_the_moot_primary
wh3_main_combi	wh3_main_combi_region_plesk	primary	wh_main_human_minor_primary
wh3_main_chaos	wh3_main_chaos_region_mount_grimfang	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_daemons_gate	secondary	wh3_dlc20_special_daemons_gate_secondary_obsidian
wh3_main_chaos	wh3_main_chaos_region_bohsenfels	secondary	wh_main_human_minor_secondary
wh3_main_chaos	wh3_main_chaos_region_cliff_of_beasts	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_tor_koruali	port	wh_main_port
wh3_main_combi	wh3_main_combi_region_gronti_mingol	secondary	wh3_dlc27_special_gronti_mingol_secondary
wh3_main_chaos	wh3_dlc23_chaos_region_gash_kadrak	secondary	wh_main_human_minor_secondary
wh3_main_chaos	wh3_main_chaos_region_blood_haven	primary	wh3_dlc20_special_blood_haven_major_primary
wh3_main_chaos	wh3_dlc23_chaos_region_anurells_tomb	secondary	wh3_dlc23_special_anurells_tomb_secondary
wh3_main_combi	wh3_main_combi_region_hoteks_column	secondary	wh3_dlc27_special_secondary_hoteks_column
wh3_main_combi	wh3_main_combi_region_gor_gazan	secondary	wh2_main_special_gor_gazan_secondary
wh3_main_combi	wh3_main_combi_region_wreckers_point	primary	wh3_dlc27_human_minor_primary_port
wh3_main_combi	wh3_main_combi_region_port_elistor	primary	wh3_dlc27_human_minor_primary_port
wh3_main_combi	wh3_main_combi_region_the_sentinel_of_time	secondary	wh_main_human_minor_secondary
wh3_main_chaos	wh3_main_chaos_region_talabheim	primary	wh_main_special_talabheim_primary
wh3_main_combi	wh3_main_combi_region_karaz_a_karak	primary	wh_main_special_karaz_a_karak_primary
wh3_main_combi	wh3_main_combi_region_montfort	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_gnashraks_lair	secondary	wh_main_human_minor_secondary_dyes
wh3_main_combi	wh3_main_combi_region_castle_drakenhof	primary	wh_main_special_castle_drakenhof_primary
wh3_main_combi	wh3_main_combi_region_fortress_of_the_damned	secondary	wh3_dlc20_special_fortress_of_the_damned_secondary
wh3_main_chaos	wh3_main_chaos_region_karak_vrag	secondary	wh2_main_human_major_secondary_gems
wh3_main_chaos	wh3_main_chaos_region_mines_of_nan_yang	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_tai_tzu	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_the_lost_palace	primary	wh3_main_special_the_lost_palace_primary
wh3_main_combi	wh3_main_combi_region_swartzhafen	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_luccini	secondary	wh_main_special_luccini_secondary
wh3_main_combi	wh3_main_combi_region_fire_mouth	primary	wh3_main_special_fire_mouth_minor_primary
wh3_main_combi	wh3_main_combi_region_plesk	secondary	wh3_dlc24_special_plesk_secondary
wh3_main_combi	wh3_main_combi_region_circle_of_destruction	secondary	wh_main_human_minor_secondary
wh3_main_chaos	wh3_main_chaos_region_the_monolith_of_kjarl_deathaxe	port	wh_main_port
wh3_main_combi	wh3_main_combi_region_ruins_end	port	wh_main_port
wh3_main_combi	wh3_main_combi_region_forest_of_arnheim	secondary	wh_main_human_minor_secondary_timber
wh3_main_combi	wh3_main_combi_region_tor_yvresse	primary	wh2_dlc15_special_tor_yvresse_primary
wh3_main_combi	wh3_main_combi_region_swamp_town	port	wh_main_port
wh3_main_combi	wh3_main_combi_region_monolith_of_bubonicus	secondary	wh3_dlc27_special_secondary_monolith_of_bubonicus
wh3_main_combi	wh3_main_combi_region_dotternbach	secondary	wh_main_human_minor_secondary_iron
wh3_main_chaos	wh3_main_chaos_region_karak_azgaraz	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_barag_dawazbag	primary	wh_main_human_minor_primary
wh3_main_chaos	wh3_main_chaos_region_serpent_jetty	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_zharr_naggrund	secondary	wh3_dlc20_special_zharr_naggrund_secondary_obsidian
wh3_main_combi	wh3_main_combi_region_helmgart	secondary	wh3_dlc20_special_empire_fort_secondary
wh3_main_chaos	wh3_main_chaos_region_longship_graveyard	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_tor_surpindar	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_nagenhof	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_mistnar	port	wh_main_port
wh3_main_chaos	wh3_dlc23_chaos_region_deadrock_gap	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_kislev	primary	wh3_main_kislev_city_primary
wh3_main_chaos	wh3_main_chaos_region_foul_fortress	secondary	wh3_dlc20_chaos_dark_fortress_secondary
wh3_main_combi	wh3_main_combi_region_the_challenge_stone	primary	wh3_dlc20_chaos_dark_fortress_primary
wh3_main_combi	wh3_main_combi_region_circle_of_destruction	port	wh_main_port
wh3_main_combi	wh3_main_combi_region_subatuun	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_galbaraz	secondary	wh2_main_special_galbaraz_secondary
wh3_main_combi	wh3_main_combi_region_karak_ungor	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_great_desert_of_araby	primary	wh_main_human_minor_primary
wh3_main_chaos	wh3_main_chaos_region_fort_jakova	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_vulture_mountain	primary	wh3_main_special_vulture_mountain_primary
wh3_main_combi	wh3_main_combi_region_shrine_of_kurnous	primary	wh_main_human_minor_primary
wh3_main_chaos	wh3_main_chaos_region_the_burning_monolith	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_hell_pit	secondary	wh2_main_special_hellpit_secondary
wh3_main_combi	wh3_main_combi_region_mistnar	secondary	wh_main_human_minor_secondary
wh3_main_prologue	wh3_prologue_region_ice_canyon_beacon_fort	primary	wh3_main_prologue_minor_primary
wh3_main_combi	wh3_main_combi_region_monolith_of_festerlung	secondary	wh3_dlc27_special_secondary_monolith_of_festerlung
wh3_main_combi	wh3_main_combi_region_eschen	secondary	wh_main_human_minor_secondary_wine
wh3_main_combi	wh3_main_combi_region_spektazuma	secondary	wh2_main_human_major_secondary_gems
wh3_main_combi	wh3_main_combi_region_black_rock	primary	wh3_dlc20_special_black_rock_major_primary
wh3_main_chaos	wh3_dlc20_chaos_region_losteriksons_landing	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_fu_hung	secondary	wh3_main_special_fu_hung_secondary_dyes
wh3_main_chaos	wh3_main_chaos_region_grissenwald	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_monolith_of_festerlung	primary	wh3_main_special_monolith_of_festerlung_primary
wh3_main_combi	wh3_main_combi_region_winter_pyre	primary	wh3_dlc27_human_minor_primary_port
wh3_main_chaos	wh3_main_chaos_region_the_sentinels	primary	wh3_dlc23_special_the_sentinels_primary
wh3_main_chaos	wh3_main_chaos_region_glut_port	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_shrine_of_loec	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_dlc23_combi_region_gash_kadrak	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_the_crystal_spires	secondary	wh3_dlc20_combi_special_the_crystal_spires_secondary
wh3_main_combi	wh3_main_combi_region_chamber_of_visions	secondary	wh2_main_special_chamber_of_visions_secondary
